ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
24Q264,Q264,Academy of Finance and Enterprise,40.744175,-73.937004,24Q264,342400011264.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,Q735,30-20 THOMSON AVENUE,QUEENS,NY,11101.0,4002740001.0,17900.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,Victoria Armano,Principal,718-389-3623,718-389-3724,24.0,24.0,HS01,,,HS01,HS Network 01 Superintendent Office,HOA TU,htu@schools.nyc.gov,QFSN,True,POINT (-8230629.6361 4974680.450800002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU7jlpDPxJRFomBQaHtpM-wBA9HP2xvaGVs0yHOI1aHoqg,Complete (Current)
29Q265,Q265,Excelsior Preparatory High School,40.66903,-73.757744,29Q265,342900011265.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413.0,4130570056.0,33000.0,412.0,31.0,QN02,Springfield Gardens North,Rodney Orji,Principal,718-525-6507,718-276-2028,29.0,29.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8210674.5041000005 4963645.554399997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbmcbIgAadJNiFw5i1t6pjgB1-bkKaGrLICKBxEhDDvsuw,Complete (Current)
26Q266,Q266,P.S./I.S. 266,40.746128,-73.728415,26Q266,342600010266.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q266,74-10 COMMONWEALTH BOULEVARD,QUEENS,NY,11426.0,4078700074.0,156700.0,413.0,23.0,QN43,Bellerose,Ayanna Greenidge,Principal,718-479-3920,718-479-2482,26.0,26.0,Q826,COMMUNITY SCHOOL DISTRICT 26,ANTHONY INZERILLO,,,,,QFSN,True,POINT (-8207409.614800001 4974967.411200002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERZHCNWokGBIhUBNO50mIpgBuVTs_BysGGk6jU1Qx6AQtQ,Complete (Current)
24Q267,Q267,High School of Applied Communication,40.744175,-73.937004,24Q267,342400011267.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,Q735,30-20 THOMSON AVENUE,QUEENS,NY,11101.0,4002740001.0,17900.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,Daniel Shin,Principal,718-389-3163,718-389-3427,24.0,24.0,HS01,,,HS01,HS Network 01 Superintendent Office,HOA TU,htu@schools.nyc.gov,QFSN,True,POINT (-8230629.6361 4974680.450800002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU7jlpDPxJRFomBQaHtpM-wBA9HP2xvaGVs0yHOI1aHoqg,Complete (Current)
29Q268,Q268,P.S./I.S. 268,40.707648,-73.78521,29Q268,342900010268.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q268,92-07 175 STREET,QUEENS,NY,11433.0,4102150001.0,44400.0,412.0,27.0,QN61,Jamaica,Dawn Jones,I.A. Principal,718-206-3240,718-206-2938,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8213732.0053 4969314.976999998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQLlFdh1mTdKp7fNrK97jUIBo78IG-Mpbou-GCFZd-QcEQ,Complete (Current)
29Q270,Q270,The Gordon Parks School,40.67507,-73.736232,29Q270,342900010270.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q270,233-15 MERRICK BOULEVARD,QUEENS,NY,11422.0,4129730001.0,61800.0,413.0,31.0,QN66,Laurelton,Chayvonne Harper,Principal,718-341-8280,718-341-5589,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8208279.7993 4964532.056599997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZxP1sZhy5tEjR09Fm17M6IBOGCthklW_rcwaMBxd68vfw,Complete (Current)
29Q272,Q272,George Washington Carver High School for the Scien,40.66903,-73.757744,29Q272,342900011272.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413.0,4130570056.0,33000.0,412.0,31.0,QN02,Springfield Gardens North,Latoya Key,Principal,718-525-6439,718-525-6482,29.0,29.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8210674.5041000005 4963645.554399997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbmcbIgAadJNiFw5i1t6pjgB1-bkKaGrLICKBxEhDDvsuw,Complete (Current)
27Q273,Q273,P.S. 273,40.693613,-73.844335,27Q273,342700010273.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,Q273,88-07 102 Street,Queens,NY,11418.0,4092880101.0,2800.0,409.0,32.0,QN54,Richmond Hill,Lollinez Perez,Principal,718-286-8300,718-286-8310,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8220313.770199999 4967254.149800003),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EXFeSdO__RdFmEqq4G6lBr8BBfrWelvdNhkezdvrxndlDw,Complete (Current)
75Q277,Q277,The Riverview School,40.73668,-73.921346,75Q277,307500014277.0,DOE,Special Education,K-12 all grades,"01,02,03,04,05,06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2013,Open,Q777,50-15 44 Street,Queens,NY,11377.0,4022940026.0,18700.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,ANNETTE BEALE,Principal,718-609-3320,718-609-3322,24.0,75.0,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",,,,,D075,True,POINT (-8228886.5955 4973579.2654),N/A,No Accessibility,TBD,Complete (Raw Backup)
30Q280,Q280,PS280Q: Home of the Lionhearts,40.753345,-73.874109,30Q280,343000010280.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,Q280,34-20 94 Street,Queens,NY,11372.0,4014540018.0,27300.0,403.0,25.0,QN28,Jackson Heights,Barbar Andujar-Rodriguez,I.A. Principal,718-424-9031,718-424-9093,30.0,30.0,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN,True,POINT (-8223628.196699999 4976027.9004999995),N/A,No Accessibility,TBD,Complete (Raw Backup)
25Q281,Q281,East-West School of International Studies,40.74943,-73.821402,25Q281,342500011281.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355.0,4051470001.0,84500.0,407.0,20.0,QN22,Flushing,David Bantz,Principal,718-353-0009,718-353-3772,25.0,25.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8217760.8803 4975452.603500001),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYOru0SyPYJAu9DE7_J0wbQBzC6r1_OYj32Zr16PVfspcg,Complete (Current)
27Q282,Q282,Knowledge and Power Preparatory Academy VI,40.601537,-73.763995,27Q282,342700010282.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2006,Open,Q465,8-21 BAY 25 STREET,QUEENS,NY,11691.0,4157360001.0,100802.0,414.0,31.0,QN15,Far Rockaway-Bayswater,jason murray,Principal,718-471-6934,718-471-6938,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8211370.362299999 4953744.934500001),N/A,No Accessibility,TBD,Complete (Raw Backup)
29Q283,Q283,Preparatory Academy for Writers: A College Board S,40.66903,-73.757744,29Q283,342900011283.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413.0,4130570056.0,33000.0,412.0,31.0,QN02,Springfield Gardens North,CHARLES ANDERSON,Principal,718-949-8405,718-525-8495,29.0,29.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8210674.5041000005 4963645.554399997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbmcbIgAadJNiFw5i1t6pjgB1-bkKaGrLICKBxEhDDvsuw,Complete (Current)
28Q284,Q284,York Early College Academy,40.69691,-73.786403,28Q284,342800011284.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q008,108-35 167 STREET,QUEENS,NY,11433.0,4101780001.0,25800.0,412.0,27.0,QN01,South Jamaica,Deborah Krempa,Principal,718-262-8547,718-558-4257,28.0,28.0,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC,True,POINT (-8213864.8094 4967738.225299999),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERSeoYw7s55Il_tm_9-lA60BsnLJn-W2evOzF8nVujR2dA,Complete (Current)
25Q285,Q285,World Journalism Preparatory: A College Board Scho,40.764884,-73.789365,25Q285,342500011285.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q025,34-65 192 STREET,QUEENS,NY,11358.0,4052610001.0,113900.0,411.0,19.0,QN48,Auburndale,Michelle Roberts Bacchus,Principal,718-461-2219,718-461-2633,25.0,25.0,HS01,,,HS01,HS Network 01 Superintendent Office,HOA TU,htu@schools.nyc.gov,QFSN,True,POINT (-8214194.537799999 4977723.717699997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETyXvMb-vrZCj1ltfucZGD4BKVGt6Tr821mlPCQelh6SMw,Complete (Current)
30Q286,Q286,"Young Women's Leadership School, Astoria",40.770769,-73.92383,30Q286,343000011286.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q739,23-15 Newtown Avenue,Queens,NY,11102.0,4005420008.0,6900.0,401.0,22.0,QN71,Old Astoria,Allison Persad,Principal,718-267-2839,718-728-0218,30.0,30.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8229163.1131 4978588.714000002),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQf7qLFiR-BHm4XOVq-EgzMBV-tswubuzEmH-EHZASsRTQ,Complete (Current)
28Q287,Q287,The Emerson School,40.69691,-73.786403,28Q287,342800010287.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q008,108-35 167 STREET,QUEENS,NY,11433.0,4101780001.0,25800.0,412.0,27.0,QN01,South Jamaica,Jakub Lau,Principal,718-657-4801,718-657-4807,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8213864.8094 4967738.225299999),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERSeoYw7s55Il_tm_9-lA60BsnLJn-W2evOzF8nVujR2dA,Complete (Current)
29Q289,Q289,Queens United Middle School,40.672259,-73.743327,29Q289,342900010289.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413.0,4131700012.0,64600.0,413.0,31.0,QN66,Laurelton,TOSHALYN FRANCIS,Principal,718-723-3501,718-723-3507,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8209069.611 4964119.470799997),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eaw67QWUDPVAs5AJfEtxW7oBBRBjha9OkFtsgJ7ggmI2GQ,Complete (Current)
24Q290,Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,40.71303,-73.908307,24Q290,342400010290.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,Q290,55-20 METROPOLITAN AVENUE,QUEENS,NY,11385.0,4033650027.0,59500.0,405.0,30.0,QN20,Ridgewood,Matthew Brownstein,Principal,718-571-6900,718-571-6920,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8227435.1006000005 4970105.3574),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZvIwQUmQHREjGFNGoGInVUBl9lrTHZR6uT1OufzKFZRVw,Complete (Current)
30Q291,Q291,Hunters Point Community Middle School,40.742964,-73.959183,30Q291,343000010291.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q404,1-50 51 Avenue,Queens,NY,11101.0,4000060008.0,100.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,SARAH GOODMAN,Principal,718-609-3300,718-609-3319,30.0,30.0,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN,True,POINT (-8233098.591 4974502.519100003),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ea4VzlVKwjNLiQKM3jym3ygBmFLprBv6kDrA_jgEmQStxA,Complete (Current)
24Q293,Q293,Civic Leadership Academy,40.743228,-73.871505,24Q293,342400011293.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,Q744,45-10 94 Street,Queens,NY,11373.0,4016000061.0,46300.0,404.0,25.0,QN29,Elmhurst,Jimmy Ma,Principal,718-271-1487,718-271-3408,24.0,24.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8223338.320699999 4974541.308200002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVPjGhRr_3hBlRvLB-vTC4cBlj-1cxyRM-na3c7kabiTBg,Complete (Current)
25Q294,Q294,BELL Academy,40.782331,-73.77843,25Q294,342500010294.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2007,Open,Q169,212-03 23 Avenue,Queens,NY,11360.0,4058650050.0,99704.0,407.0,19.0,QN47,Ft. Totten-Bay Terrace-Clearview,David Abbott,Principal,718-428-0587,718-428-0237,25.0,25.0,Q825,COMMUNITY SCHOOL DISTRICT 25,MICHAEL DANTONA,,,,,QFSN,True,POINT (-8212977.259099999 4980288.357199997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQ3WVUfZHg5Kj7NigzmFd6gB8NAx8ScZ-YLXJ2te3Rdyug,Complete (Current)
29Q295,Q295,P.S./I.S. 295,40.720617,-73.731398,29Q295,342900010295.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2007,Open,Q263,222-14 JAMAICA AVENUE,QUEENS,NY,11428.0,4108130005.0,56800.0,413.0,23.0,QN34,Queens Village,Deborah Ryan,Principal,718-464-1433,718-464-1439,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8207741.6808 4971219.664399996),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ec6DqVnb5zdCjyEl709ITUgBX-OS_KlEf8YXh_7FqpuCSw,Complete (Current)
24Q296,Q296,Pan American International High School,40.743228,-73.871505,24Q296,342400011296.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,Q744,45-10 94 Street,Queens,NY,11373.0,4016000061.0,46300.0,404.0,25.0,QN29,Elmhurst,Waleska Velez,Principal,718-271-3602,718-271-4041,24.0,24.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8223338.320699999 4974541.308200002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVPjGhRr_3hBlRvLB-vTC4cBlj-1cxyRM-na3c7kabiTBg,Complete (Current)
27Q297,Q297,Hawtree Creek Middle School,40.675021,-73.81673,27Q297,342700010297.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q226,121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420.0,4117140100.0,84000.0,410.0,28.0,QN55,South Ozone Park,Dr. Maureen Hussey,Principal,718-659-3792,718-659-3798,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8217240.795600001 4964524.864500001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdqFHkUQDLpMjI8BwFc4tmcBUJkPl1_VR4qlNycJ3GYtRg,Complete (Current)
84Q298,Q298,Middle Village Preparatory Charter School,40.710973,-73.888325,84Q298,342400861048.0,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",Jul 1 2013,Open,QABC,68-02 METROPOLITAN AVENUE,QUEENS,NY,11379.0,4036670023.0,61301.0,405.0,30.0,QN20,Ridgewood,Mary Basile,Principal,718-869-2933,718-821-2498,24.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8225210.7146000005 4969803.266500004),,,,No Match
24Q299,Q299,Bard High School Early College Queens,40.744175,-73.937004,24Q299,342400011299.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,Q735,30-20 THOMSON AVENUE,QUEENS,NY,11101.0,4002740001.0,17900.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,Laura Hymson,Principal,718-361-3133,718-361-6742,24.0,24.0,HS01,,,HS01,HS Network 01 Superintendent Office,HOA TU,htu@schools.nyc.gov,QFSN,True,POINT (-8230629.6361 4974680.450800002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU7jlpDPxJRFomBQaHtpM-wBA9HP2xvaGVs0yHOI1aHoqg,Complete (Current)
30Q300,Q300,The 30th Avenue School (G&T Citywide),40.768034,-73.922544,30Q300,343000010300.0,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2014,Open,Q017,28-37 29 STREET,QUEENS,NY,11102.0,4005940001.0,7100.0,401.0,22.0,QN71,Old Astoria,Sonita Ramkishun,I.A. Principal,718-726-0501,718-726-0949,30.0,30.0,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN,True,POINT (-8229019.9562 4978186.705300003),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Edf0Szt854FMmcDfwhUguDkBF-I8ZoCnr9sbmt_O53oBpA,Complete (Current)
30Q301,Q301,Academy for Careers in Television and Film,40.742964,-73.959183,30Q301,343000011301.0,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,Q404,1-50 51 Avenue,Queens,NY,11101.0,4000060008.0,100.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,Alexandra Stahl,Principal,718-609-3330,718-609-3339,30.0,30.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8233098.591 4974502.519100003),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ea4VzlVKwjNLiQKM3jym3ygBmFLprBv6kDrA_jgEmQStxA,Complete (Current)
27Q302,Q302,"Queens High School for Information, Research, and",40.601537,-73.763995,27Q302,342700011302.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,Q465,8-21 BAY 25 STREET,QUEENS,NY,11691.0,4157360001.0,100802.0,414.0,31.0,QN15,Far Rockaway-Bayswater,Mahendra Singh,I.A. Principal,718-868-2978,718-868-1653,27.0,27.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8211370.362299999 4953744.934500001),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q303,Q303,The Academy for Excellence through the Arts,40.725787,-73.844032,28Q303,342800010303.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,Q003,68-60 110 Street,Queens,NY,11375.0,4022180021.0,73900.0,406.0,29.0,QN17,Forest Hills,Rosanna Sferrazza,I.A. Principal,929-467-6200,,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8220280.0404 4971979.057899997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ee4XXoERG3xGsNqbcX9gySsBSUXB5AR-_MTkqOboMtoa-w,Complete (Current)
84Q304,Q304,VOICE Charter School of New York,40.760376,-73.939984,84Q304,343000860932.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,QALJ,36-24 12 Street,Queens,NY,11106.0,4003520001.0,8500.0,401.0,26.0,QN68,Queensbridge-Ravenswood-Long Island City,Franklin Headley,Executive Director,718-786-6213,646-537-1703,30.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8230961.368100001 4977061.169100001),,,,No Match
24Q305,Q305,Learners and Leaders,40.706837,-73.91499,24Q305,342400010305.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,Q245,378 Seneca Avenue,Queens,NY,11385.0,4034280015.0,53900.0,405.0,34.0,QN20,Ridgewood,Kalosh Dalipi,Principal,718-366-1061,718-366-4301,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8228179.048800001 4969195.882100001),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ee0pJffQ6O5LhMYreVqJ06sBZv-U-xXLRCZc52QgYYrrKA,Complete (Current)
27Q306,Q306,New York City Academy for Discovery,40.691482,-73.848577,27Q306,342700010306.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,Q262,95-16 89TH AVENUE,QUEENS,NY,11421.0,4089750100.0,2000.0,409.0,32.0,QN53,Woodhaven,CHERYL-ANN LEONE,Principal,718-441-2165,718-441-5923,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8220785.987400001 4966941.282700002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYhRmaEimd5KhUiui-GCxkwBARWiGn1W1q895xDMtbkjSg,Complete (Current)
24Q307,Q307,Pioneer Academy,40.749175,-73.865787,24Q307,342400010307.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,Q260,40-20 100 Street,Queens,NY,11368.0,4016080058.0,40700.0,404.0,21.0,QN26,North Corona,CECILIA JACKSON,Principal,718-779-5068,718-779-5109,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8222701.7959 4975415.133199997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVkwPTghK4pLlpLGE4damW8B0gDxq88We7giIrnNf4TY_Q,Complete (Current)
27Q308,Q308,Robert H. Goddard High School of Communication Art,40.670905,-73.845992,27Q308,342700011308.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,Q202,138-30 LAFAYETTE STREET,QUEENS,NY,11417.0,4114030001.0,5800.0,410.0,32.0,QN56,Ozone Park,Joseph Birgeles,Principal,718-848-8357,718-848-8579,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8220498.226600001 4963920.743100002),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQVSefCQ13ZDmr9o-UNAJxwB943DTYM7KcxRMwZgENignQ,Complete (Current)
27Q309,Q309,Academy of Medical Technology: A College Board Sch,40.601537,-73.763995,27Q309,342700011309.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2008,Open,Q465,8-21 BAY 25 STREET,QUEENS,NY,11691.0,4157360001.0,100802.0,414.0,31.0,QN15,Far Rockaway-Bayswater,Dawood Abdul Hameed,Principal,718-471-3571,718-471-0314,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8211370.362299999 4953744.934500001),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q310,Q310,Queens Collegiate: A College Board School,40.714551,-73.798658,28Q310,342800011310.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2008,Open,Q470,167-01 GOTHIC DRIVE,JAMAICA,NY,11432.0,4098580100.0,45200.0,408.0,24.0,QN35,Briarwood-Jamaica Hills,James Harrell,Principal,718-658-4016,718-658-5149,28.0,28.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8215229.0298 4970328.737300001),N/A,No Accessibility,TBD,Complete (Raw Backup)
24Q311,Q311,Corona Arts & Sciences Academy,40.74592,-73.865239,24Q311,342400010311.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q311,98-11 44 Avenue,Queens,NY,11368.0,4016280021.0,40900.0,404.0,21.0,QN26,North Corona,Beth Hert,Principal,718-507-3820,718-507-3828,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8222640.7928 4974936.848700002),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQH8XIbDIWBAlRSmQ49orgcBAsiDdLsplfbhZRgM95eFUg,Complete (Current)
