Geographical District Code,Borough,Building Code,Location Code,School DBN,Unnamed: 5,School Name,Grades Served,Pre-K,Address,Accessibility Description,BAP Rating
16,Brooklyn,K455,K765,16K765,,Nelson Mandela High School,High school,,1700 Fulton Street,Partially Accessible,3 out of 10
16,Brooklyn,K783,K593,84K593,,Excellence Boys Charter School of Bedford Stuyvesant,K-8,,225 Patchen Avenue,Fully Accessible,9 out of 10
16,Brooklyn,K987,K498,16K498,,Brooklyn High School for Law and Technology,High school,,1396 Broadway,Fully Accessible,9 out of 10
17,Brooklyn,K002,K002,17K002,,Parkside Preparatory Academy,Junior High-Intermediate-Middle,,655 Parkside Avenue,Fully Accessible,10 out of 10
17,Brooklyn,K002,K141,75K141,,P.S. K141,K-12 all grades,Yes,655 Parkside Avenue,Fully Accessible,10 out of 10
17,Brooklyn,K002,K704,84K704,,Explore Charter School,K-8,,655 Parkside Avenue,Fully Accessible,10 out of 10
17,Brooklyn,K006,K006,17K006,,Norma Adams Clemons Academy,Elementary,Yes,43 Snyder Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K022,K333,84K333,,Explore Exceed Charter School,K-8,,443 St Marks Avenue,Fully Accessible,10 out of 10
17,Brooklyn,K022,K705,17K705,,Brooklyn Arts and Science Elementary School,Elementary,Yes,443 St Marks Avenue,Fully Accessible,10 out of 10
17,Brooklyn,K092,K092,17K092,,P.S. 092 Adrian Hegeman,Elementary,Yes,601 Parkside Avenue,Partially Accessible,1 out of 10
17,Brooklyn,K092,K876,84K876,,Achievement First Voyager Charter School,K-8,,601 Parkside Avenue,Partially Accessible,1 out of 10
17,Brooklyn,K138,K138,17K138,,P.S. 138 Brooklyn,K-8,Yes,760 Prospect Place,Partially Accessible,1 out of 10
17,Brooklyn,K138,K756,84K756,,Success Academy Charter School - Prospect Heights,K-8,,760 Prospect Place,Partially Accessible,1 out of 10
17,Brooklyn,K181,K181,17K181,,P.S. 181 Brooklyn,K-8,Yes,1023 New York Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K181,K396,75K396,,Sid Miller Academy,K-8,,1023 New York Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K246,K246,17K246,,M.S. 246 Walt Whitman,Junior High-Intermediate-Middle,,72 Veronica Place,Partially Accessible,8 out of 10
17,Brooklyn,K246,K741,84K741,,Success Academy Charter School - Crown Heights,K-8,,72 Veronica Place,Partially Accessible,8 out of 10
17,Brooklyn,K249,K249,17K249,,P.S. 249 The Caton,Elementary,Yes,18 Marlborough Road,Partially Accessible,1 out of 10
17,Brooklyn,K289,K289,17K289,,P.S. 289 George V. Brower,Elementary,Yes,900 St Marks Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K289,K396,75K396,,Sid Miller Academy,K-8,,900 St Marks Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K391,K356,84K356,,Achievement First Crown Heights Charter School,K-12 all grades,,790 East New York Avenue,Partially Accessible,3 out of 10
17,Brooklyn,K391,K722,17K722,,New Heights Middle School,Junior High-Intermediate-Middle,,790 East New York Avenue,Partially Accessible,3 out of 10
17,Brooklyn,K397,K397,17K397,,P.S. 397 Foster-Laurie,Elementary,Yes,490 Fenimore Street,Partially Accessible,4 out of 10
17,Brooklyn,K398,K398,17K398,,P.S. 398 Walter Weaver,Elementary,Yes,60 East  94 Street,Partially Accessible,6 out of 10
17,Brooklyn,K398,K770,17K770,,P.S. 770 New American Academy,Elementary,Yes,60 East  94 Street,Partially Accessible,6 out of 10
17,Brooklyn,K399,K399,17K399,,P.S. 399 Stanley Eugene Clark,Elementary,,2707 Albemarle Road,Partially Accessible,1 out of 10
17,Brooklyn,K440,K524,17K524,,International High School at Prospect Heights,High school,,883 Classon Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K440,K528,17K528,,The High School for Global Citizenship,High school,,883 Classon Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K440,K547,17K547,,Brooklyn Academy of Science and the Environment,High school,,883 Classon Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K440,K548,17K548,,Brooklyn School for Music & Theatre,High school,,883 Classon Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K465,K382,17K382,,Academy for College Preparation and Career Exploration: A College Board School,Secondary School,,911 Flatbush Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K465,K408,17K408,,Academy of Hospitality and Tourism,High school,,911 Flatbush Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K465,K537,17K537,,High School for Youth and Community Development at Erasmus,High school,,911 Flatbush Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K465,K539,17K539,,High School for Service & Learning at Erasmus,High school,,911 Flatbush Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K465,K543,17K543,,"Science, Technology and Research Early College High School at Erasmus",Secondary School,,911 Flatbush Avenue,Partially Accessible,8 out of 10
17,Brooklyn,K590,K590,17K590,,Medgar Evers College Preparatory School,Secondary School,,1186 Carroll Street,Fully Accessible,9 out of 10
17,Brooklyn,K600,K600,17K600,,Clara Barton High School,High school,,901 Classon Avenue,Partially Accessible,5 out of 10
17,Brooklyn,K600,K753,75K753,,P.S. K753 - School for Career Development,High school,,901 Classon Avenue,Partially Accessible,5 out of 10
17,Brooklyn,K625,K122,17K122,,Pathways in Technology Early College High School (P-Tech),High school,,150 Albany Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K625,K751,17K751,,Academy for Health Careers,High school,,150 Albany Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K824,K646,17K646,,Aspirations Diploma Plus High School,High school,,402 Eastern Parkway,Partially Accessible,8 out of 10
17,Brooklyn,K907,K395,84K395,,New Visions AIM Charter High School I,High school,,1150 East New York Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K907,K568,17K568,,Brownsville Academy High School,High school,,1150 East New York Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K909,K373,75K373,,P.S. 373 - Brooklyn Transition Center,High school,,561 Grand Avenue,Fully Accessible,9 out of 10
17,Brooklyn,K909,K594,13K594,,Gotham Professional Arts Academy,High school,,561 Grand Avenue,Fully Accessible,9 out of 10
18,Brooklyn,K066,K066,18K066,,P.S. 66,K-8,Yes,845 East  96 Street,Fully Accessible,10 out of 10
18,Brooklyn,K066,K771,75K771,,P.S. K771,K-12 all grades,,845 East  96 Street,Fully Accessible,10 out of 10
18,Brooklyn,K114,K114,18K114,,P.S. 114 Ryder Elementary,Elementary,Yes,1077 Remsen Avenue,Fully Accessible,9 out of 10
18,Brooklyn,K114,K379,84K379,,Explore Excel Charter School,K-8,,1077 Remsen Avenue,Fully Accessible,9 out of 10
18,Brooklyn,K115,K115,18K115,,P.S. 115 Daniel Mucatel School,Elementary,Yes,1500 East  92 Street,Fully Accessible,9 out of 10
18,Brooklyn,K211,K211,18K211,,I.S. 211 John Wilson,Junior High-Intermediate-Middle,,1001 East 100 Street,Partially Accessible,8 out of 10
18,Brooklyn,K211,K724,84K724,,Leadership Preparatory Canarsie Charter School,K-8,,1001 East 100 Street,Partially Accessible,8 out of 10
18,Brooklyn,K233,K233,18K233,,P.S. 233 Langston Hughes,Elementary,Yes,9301 Avenue B,Partially Accessible,7 out of 10
18,Brooklyn,K233,K736,84K736,,New American Academy Charter School,Elementary,,9301 Avenue B,Partially Accessible,7 out of 10
18,Brooklyn,K235,K235,18K235,,P.S. 235 Janice Marie Knight School,K-8,Yes,525 Lenox Road,Partially Accessible,3 out of 10
18,Brooklyn,K244,K244,18K244,,P.S. 244 Richard R. Green,Elementary,Yes,5404 Tilden Avenue,Fully Accessible,9 out of 10
18,Brooklyn,K244,K763,18K763,,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,,5404 Tilden Avenue,Fully Accessible,9 out of 10
18,Brooklyn,K252,K588,18K588,,Middle School for Art and Philosophy,Junior High-Intermediate-Middle,,1084 Lenox Road,Partially Accessible,4 out of 10
18,Brooklyn,K252,K608,84K608,,Kings Collegiate Charter School,K-12 all grades,,1084 Lenox Road,Partially Accessible,4 out of 10
18,Brooklyn,K252,K780,84K780,,Brooklyn East Collegiate Charter School,Junior High-Intermediate-Middle,,1084 Lenox Road,Partially Accessible,4 out of 10
18,Brooklyn,K279,K279,18K279,,P.S. 279 Herman Schreiber,Elementary,Yes,1070 East 104 Street,Fully Accessible,9 out of 10
18,Brooklyn,K279,K724,84K724,,Leadership Preparatory Canarsie Charter School,K-8,,1070 East 104 Street,Fully Accessible,9 out of 10
18,Brooklyn,K366,K366,18K366,,The Science And Medicine Middle School ,Junior High-Intermediate-Middle,,965 East 107Th Street,Fully Accessible,10 out of 10
18,Brooklyn,K415,K563,18K563,,It Takes a Village Academy,High school,,5800 Tilden Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K415,K569,18K569,,Kurt Hahn Expeditionary Learning School,High school,,5800 Tilden Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K415,K629,18K629,,Cultural Academy for the Arts and Sciences,High school,,5800 Tilden Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K566,18K566,,Brooklyn Community High School for Excellence and Equity,High school,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K567,18K567,,Brooklyn Theatre Arts High School,High school,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K576,18K576,,Victory Collegiate High School,High school,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K578,18K578,,Brooklyn Bridge Academy,High school,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K637,18K637,,Academy for Conservation and the Environment,High school,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
18,Brooklyn,K515,K775,84K775,,Leadership Preparatory Ocean Hill Charter School,K-12 all grades,,6565 Flatlands Avenue,Partially Accessible,6 out of 10
19,Brooklyn,K007,K004,75K004,,P.S. K004,Elementary,Yes,858 Jamaica Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K007,K007,19K007,,P.S. 007 Abraham Lincoln,Elementary,Yes,858 Jamaica Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K013,K013,19K013,,P.S. 013 Roberto Clemente,Elementary,Yes,557 Pennsylvania Avenue,Partially Accessible,1 out of 10
19,Brooklyn,K013,K358,84K358,,Achievement First East New York Charter School,K-12 all grades,,557 Pennsylvania Avenue,Partially Accessible,1 out of 10
19,Brooklyn,K072,K004,75K004,,P.S. K004,Elementary,Yes,605 Shepherd Avenue,Partially Accessible,5 out of 10
19,Brooklyn,K072,K677,19K677,,East New York Elementary School of Excellence,Elementary,Yes,605 Shepherd Avenue,Partially Accessible,5 out of 10
19,Brooklyn,K072,K678,19K678,,East New York Middle School of Excellence,Junior High-Intermediate-Middle,,605 Shepherd Avenue,Partially Accessible,5 out of 10
19,Brooklyn,K166,K654,19K654,,Van Siclen Community Middle School,Junior High-Intermediate-Middle,,800 Van Siclen Ave,Fully Accessible,9 out of 10
19,Brooklyn,K166,K788,84K788,,Achievement First Linden Charter School,K-8,,800 Van Siclen Ave,Fully Accessible,9 out of 10
19,Brooklyn,K166,K953,19K953,,The East New York Arts and Civics High School,High school,,800 Van Siclen Ave,Fully Accessible,9 out of 10
19,Brooklyn,K190,K190,19K190,,P.S. 190 Sheffield,Elementary,Yes,590 Sheffield Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K190,K907,19K907,,Legacy School of the Arts,Junior High-Intermediate-Middle,,590 Sheffield Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K224,K036,75K036,,P.S. 36,K-12 all grades,Yes,757 Wortman Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K224,K224,19K224,,P.S. 224 Hale A. Woodruff,Elementary,Yes,757 Wortman Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K290,K290,19K290,,P.S. 290 Juan Morel Campos,Elementary,Yes,135 Schenck Avenue,Partially Accessible,5 out of 10
19,Brooklyn,K302,K661,19K661,,Vista Academy,Junior High-Intermediate-Middle,,350 Linwood Street,Partially Accessible,8 out of 10
19,Brooklyn,K302,K662,19K662,,Liberty Avenue Middle School,Junior High-Intermediate-Middle,,350 Linwood Street,Partially Accessible,8 out of 10
19,Brooklyn,K302,K774,84K774,,Achievement First Apollo Charter School,K-8,,350 Linwood Street,Partially Accessible,8 out of 10
19,Brooklyn,K346,K346,19K346,,P.S. 346 Abe Stark,Elementary,Yes,1400 Pennsylvania Avenue,Partially Accessible,1 out of 10
19,Brooklyn,K346,K452,19K452,,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,,1400 Pennsylvania Avenue,Partially Accessible,1 out of 10
19,Brooklyn,K420,K583,19K583,,Multicultural High School,High school,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K420,K608,84K608,,Kings Collegiate Charter School,K-12 all grades,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K420,K618,19K618,,Academy of Innovative Technology,High school,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K420,K639,19K639,,Brooklyn Lab School,High school,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K420,K659,19K659,,Cypress Hills Collegiate Preparatory School,High school,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K420,K764,19K764,,The Urban Assembly School for Collaborative Healthcare,High school,,999 Jamaica Avenue,Partially Accessible,8 out of 10
19,Brooklyn,K422,K053,75K053,,P.S. K053,K-12 all grades,,1065 Elton Street,Fully Accessible,10 out of 10
19,Brooklyn,K422,K404,19K404,,Academy for Young Writers,Secondary School,,1065 Elton Street,Fully Accessible,10 out of 10
19,Brooklyn,K422,K422,19K422,,Spring Creek Community School,Secondary School,,1065 Elton Street,Fully Accessible,10 out of 10
19,Brooklyn,K599,K077,75K077,,P.S. K077,K-12 all grades,,760 Van Siclen Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K599,K409,19K409,,East New York Family Academy,Secondary School,,760 Van Siclen Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K615,K615,19K615,,Transit Tech Career and Technical Education High School,High school,,1 Wells Street,Partially Accessible,6 out of 10
19,Brooklyn,K660,K660,19K660,,W. H. Maxwell Career and Technical Education High School,High school,,145 Pennsylvania Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K660,K753,75K753,,P.S. K753 - School for Career Development,High school,,145 Pennsylvania Avenue,Fully Accessible,9 out of 10
19,Brooklyn,K667,K004,75K004,,P.S. K004,Elementary,Yes,76 Dinsmore Place,Fully Accessible,10 out of 10
19,Brooklyn,K667,K935,19K935,,M.S. 935,Junior High-Intermediate-Middle,,76 Dinsmore Place,Fully Accessible,10 out of 10
19,Brooklyn,K667,K938,19K938,,P.S. 938,Elementary,Yes,76 Dinsmore Place,Fully Accessible,10 out of 10
19,Brooklyn,K798,K004,75K004,,P.S. K004,Elementary,Yes,696 Jamaica Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K798,K065,19K065,,P.S. 065,Elementary,Yes,696 Jamaica Avenue,Fully Accessible,10 out of 10
19,Brooklyn,K814,K089,19K089,,P.S. 089 Cypress Hills,K-8,Yes,265 Warwick Street,Fully Accessible,10 out of 10
19,Brooklyn,K857,K036,75K036,,P.S. 36,K-12 all grades,Yes,2045 Linden Boulevard,Partially Accessible,1 out of 10
20,Brooklyn,K062,K062,20K062,,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,,700 Cortelyou Road,Partially Accessible,4 out of 10
20,Brooklyn,K069,K069,20K069,,P.S. 69 Vincent D. Grippo School,Elementary,,6302 9Th Avenue,Fully Accessible,10 out of 10
20,Brooklyn,K127,K127,20K127,,P.S. 127 Mckinley Park,Elementary,,7805 7 Avenue,Fully Accessible,9 out of 10
20,Brooklyn,K160,K160,20K160,,P.S. 160 William T. Sampson,Elementary,,5105 Fort Hamilton Parkway,Partially Accessible,8 out of 10
20,Brooklyn,K170,K170,20K170,,Ralph A. Fabrizio School,Elementary,,619 72 Street,Fully Accessible,9 out of 10
20,Brooklyn,K176,K176,20K176,,P.S. 176 Ovington,Elementary,,1225 69 Street,Partially Accessible,7 out of 10
20,Brooklyn,K201,K201,20K201,,The Madeleine Brennan School,Junior High-Intermediate-Middle,,8010 12 Avenue,Partially Accessible,8 out of 10
20,Brooklyn,K204,K204,20K204,,P.S. 204 Vince Lombardi,Elementary,Yes,8101 15 Avenue,Partially Accessible,6 out of 10
20,Brooklyn,K205,K205,20K205,,P.S. 205 Clarion,Elementary,Yes,6701 20 Avenue,Fully Accessible,9 out of 10
20,Brooklyn,K223,K223,20K223,,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,,4200 16 Avenue,Partially Accessible,8 out of 10
20,Brooklyn,K223,K609,20K609,,Urban Assembly School for Leadership and Empowerment,Secondary School,,4200 16 Avenue,Partially Accessible,8 out of 10
20,Brooklyn,K227,K227,20K227,,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,,6500 16 Avenue,Partially Accessible,7 out of 10
20,Brooklyn,K229,K229,20K229,,P.S. 229 Dyker,K-8,Yes,1400 Benson Avenue,Fully Accessible,9 out of 10
20,Brooklyn,K259,K259,20K259,,J.H.S. 259 William McKinley,Junior High-Intermediate-Middle,,7305 Ft Hamilton Parkway,Fully Accessible,9 out of 10
20,Brooklyn,K264,K231,75K231,,P.S. K231,K-8,,371 89Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K264,K264,20K264,,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,,371 89Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K310,K310,20K310,,The School For Future Leaders,Elementary,,942 62 Street,Fully Accessible,10 out of 10
20,Brooklyn,K314,K503,20K503,,P.S. 503: The School of Discovery,Elementary,,330 59 Street,Fully Accessible,9 out of 10
20,Brooklyn,K314,K506,20K506,,P.S. 506: The School of Journalism & Technology,Elementary,,330 59 Street,Fully Accessible,9 out of 10
20,Brooklyn,K331,K030,20K030,,P.S./I.S. 30 Mary White Ovington,K-8,,7002 4Th Avenue,Fully Accessible,10 out of 10
20,Brooklyn,K331,K231,75K231,,P.S. K231,K-8,,7002 4Th Avenue,Fully Accessible,10 out of 10
20,Brooklyn,K445,K370,75K370,,P.S. 370,K-12 all grades,,1601 80 Street,Partially Accessible,8 out of 10
20,Brooklyn,K445,K445,20K445,,New Utrecht High School,High school,,1601 80 Street,Partially Accessible,8 out of 10
20,Brooklyn,K485,K371,75K371,,P.S. 371 - Lillian L. Rashkis,High school,,350 67 Street,Fully Accessible,9 out of 10
20,Brooklyn,K485,K485,20K485,,High School of Telecommunication Arts and Technology,High school,,350 67 Street,Fully Accessible,9 out of 10
20,Brooklyn,K490,K490,20K490,,Fort Hamilton High School,High school,,8301 Shore Road,Partially Accessible,7 out of 10
20,Brooklyn,K746,K936,20K936,,MS 936 Arts Off 3rd,Junior High-Intermediate-Middle,,270 59Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K746,K939,20K939,,Sunset School of Cultural Learning,Elementary,,270 59Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K807,K163,20K163,,P.S. 163 Bath Beach,K-8,,109 Bay 14Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K807,K370,75K370,,P.S. 370,K-12 all grades,,109 Bay 14Th Street,Fully Accessible,10 out of 10
20,Brooklyn,K971,K971,20K971,,"School of Math, Science, and Healthy Living",Elementary,,6214 4Th Avenue,Fully Accessible,10 out of 10
21,Brooklyn,K090,K090,21K090,,P.S. 90 Edna Cohen School,Elementary,Yes,2840 West  12 Street,Fully Accessible,9 out of 10
21,Brooklyn,K096,K096,21K096,,I.S. 096 Seth Low,Junior High-Intermediate-Middle,,99 Avenue P,Fully Accessible,10 out of 10
21,Brooklyn,K096,K772,84K772,,Success Academy Charter School - Bensonhurst,Elementary,,99 Avenue P,Fully Accessible,10 out of 10
21,Brooklyn,K097,K097,21K097,,P.S. 97 The Highlawn,Elementary,Yes,1846 West 13 Street,Fully Accessible,9 out of 10
21,Brooklyn,K101,K101,21K101,,P.S. 101 The Verrazano,Elementary,Yes,8696 24 Avenue,Fully Accessible,10 out of 10
21,Brooklyn,K188,K188,21K188,,P.S. 188 Michael E. Berdy,Elementary,Yes,3314 Neptune Avenue,Partially Accessible,2 out of 10
21,Brooklyn,K215,K215,21K215,,P.S. 215 Morris H. Weiss,Elementary,Yes,415 Avenue S,Partially Accessible,8 out of 10
21,Brooklyn,K215,K231,75K231,,P.S. K231,K-8,,415 Avenue S,Partially Accessible,8 out of 10
21,Brooklyn,K225,K225,21K225,,P.S. K225 - The Eileen E. Zaglin,K-8,Yes,1075 Ocean View Avenue,Partially Accessible,8 out of 10
21,Brooklyn,K225,K771,75K771,,P.S. K771,K-12 all grades,,1075 Ocean View Avenue,Partially Accessible,8 out of 10
21,Brooklyn,K226,K226,21K226,,P.S. 226 Alfred De B. Mason,K-8,Yes,6006 23 Avenue,Fully Accessible,9 out of 10
21,Brooklyn,K228,K228,21K228,,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,,228 Avenue S,Partially Accessible,3 out of 10
21,Brooklyn,K237,K370,75K370,,P.S. 370,K-12 all grades,,50 Avenue P,Fully Accessible,10 out of 10
21,Brooklyn,K237,K682,20K682,,The Academy of Talented Scholars,Elementary,,50 Avenue P,Fully Accessible,10 out of 10
21,Brooklyn,K237,K686,20K686,,Brooklyn School of Inquiry,K-8,,50 Avenue P,Fully Accessible,10 out of 10
21,Brooklyn,K238,K231,75K231,,P.S. K231,K-8,,1633 East  8 Street,Partially Accessible,3 out of 10
21,Brooklyn,K238,K238,21K238,,P.S. 238 Anne Sullivan,K-8,Yes,1633 East  8 Street,Partially Accessible,3 out of 10
21,Brooklyn,K281,K281,21K281,,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle,,8787 24 Avenue,Partially Accessible,1 out of 10
21,Brooklyn,K281,K744,84K744,,Coney Island Preparatory Public Charter School,K-12 all grades,,8787 24 Avenue,Partially Accessible,1 out of 10
21,Brooklyn,K281,K811,75K811,,P.S. K811 Connie Lekas School,Secondary School,,8787 24 Avenue,Partially Accessible,1 out of 10
21,Brooklyn,K303,K303,21K303,,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,,501 West Avenue,Fully Accessible,9 out of 10
21,Brooklyn,K303,K344,21K344,,Rachel Carson High School for Coastal Studies,High school,,501 West Avenue,Fully Accessible,9 out of 10
21,Brooklyn,K303,K744,84K744,,Coney Island Preparatory Public Charter School,K-12 all grades,,501 West Avenue,Fully Accessible,9 out of 10
21,Brooklyn,K303,K771,75K771,,P.S. K771,K-12 all grades,,501 West Avenue,Fully Accessible,9 out of 10
21,Brooklyn,K329,K329,21K329,,P.S. 329 Surfside,Elementary,Yes,2929 West  30 Street,Fully Accessible,9 out of 10
21,Brooklyn,K329,K771,75K771,,P.S. K771,K-12 all grades,,2929 West  30 Street,Fully Accessible,9 out of 10
21,Brooklyn,K370,K370,75K370,,P.S. 370,K-12 all grades,,3000 West 1 Street,Partially Accessible,8 out of 10
21,Brooklyn,K400,K337,21K337,,International High School at Lafayette,High school,,2630 Benson Avenue,Partially Accessible,6 out of 10
21,Brooklyn,K400,K348,21K348,,High School of Sports Management,High school,,2630 Benson Avenue,Partially Accessible,6 out of 10
21,Brooklyn,K400,K468,21K468,,Kingsborough Early College School,Secondary School,,2630 Benson Avenue,Partially Accessible,6 out of 10
21,Brooklyn,K400,K559,21K559,,Life Academy High School for Film and Music,High school,,2630 Benson Avenue,Partially Accessible,6 out of 10
21,Brooklyn,K400,K572,21K572,,Leaders High School,High school,,2630 Benson Avenue,Partially Accessible,6 out of 10
21,Brooklyn,K410,K053,75K053,,P.S. K053,K-12 all grades,,2800 Ocean Parkway,Fully Accessible,9 out of 10
21,Brooklyn,K410,K410,21K410,,Abraham Lincoln High School,High school,,2800 Ocean Parkway,Fully Accessible,9 out of 10
21,Brooklyn,K525,K525,21K525,,Edward R. Murrow High School,High school,,1600 Avenue L,Partially Accessible,7 out of 10
21,Brooklyn,K525,K811,75K811,,P.S. K811 Connie Lekas School,Secondary School,,1600 Avenue L,Partially Accessible,7 out of 10
21,Brooklyn,K620,K370,75K370,,P.S. 370,K-12 all grades,,25 Brighton  4Th Road,Partially Accessible,1 out of 10
21,Brooklyn,K620,K620,21K620,,William E. Grady Career and Technical Education High School,High school,,25 Brighton  4Th Road,Partially Accessible,1 out of 10
21,Brooklyn,K722,K721,75K721,,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,,64 Avenue X,Fully Accessible,10 out of 10
22,Brooklyn,K014,K014,22K014,,J.H.S. 014 Shell Bank,Junior High-Intermediate-Middle,,2424 Batchelder Street,Partially Accessible,4 out of 10
22,Brooklyn,K014,K771,75K771,,P.S. K771,K-12 all grades,,2424 Batchelder Street,Partially Accessible,4 out of 10
22,Brooklyn,K152,K152,22K152,,School of Science & Technology,Elementary,Yes,725 East  23 Street,Partially Accessible,8 out of 10
22,Brooklyn,K152,K315,22K315,,P.S. K315,Elementary,Yes,725 East  23 Street,Partially Accessible,8 out of 10
22,Brooklyn,K195,K195,22K195,,P.S. 195 Manhattan Beach,Elementary,Yes,131 Irwin Street,Partially Accessible,2 out of 10
22,Brooklyn,K198,K198,22K198,,P.S. 198 Brooklyn,Elementary,Yes,4105 Farragut Road,Partially Accessible,1 out of 10
22,Brooklyn,K217,K217,22K217,,P.S. 217 Colonel David Marcus School,Elementary,Yes,1100 Newkirk Avenue,Fully Accessible,9 out of 10
22,Brooklyn,K222,K222,22K222,,P.S. 222 Katherine R. Snyder,Elementary,,3301 Quentin Road,Partially Accessible,9 out of 10
22,Brooklyn,K234,K234,22K234,,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle,,1875 East  17 Street,Partially Accessible,7 out of 10
22,Brooklyn,K254,K254,22K254,,P.S. 254 Dag Hammarskjold,Elementary,Yes,2469 East 18 Street,Fully Accessible,9 out of 10
22,Brooklyn,K269,K361,22K361,,P.S. 361 East Flatbush Early Childhood School,Elementary,Yes,1957 Nostrand Avenue,Fully Accessible,9 out of 10
22,Brooklyn,K286,K811,75K811,,P.S. K811 Connie Lekas School,Secondary School,,2525 Haring Street,Partially Accessible,6 out of 10
22,Brooklyn,K312,K312,22K312,,P.S. 312 Bergen Beach,Elementary,Yes,7103 Avenue T,Partially Accessible,1 out of 10
22,Brooklyn,K395,K004,75K004,,P.S. K004,Elementary,Yes,1001 East  45 Street,Fully Accessible,10 out of 10
22,Brooklyn,K395,K109,22K109,,P.S. 109,K-8,Yes,1001 East  45 Street,Fully Accessible,10 out of 10
22,Brooklyn,K425,K425,22K425,,James Madison High School,High school,,3787 Bedford Avenue,Partially Accessible,3 out of 10
22,Brooklyn,K495,K611,22K611,,Origins High School,High school,,3000 Avenue X,Fully Accessible,9 out of 10
22,Brooklyn,K495,K630,22K630,,Professional Pathways High School,High school,,3000 Avenue X,Fully Accessible,9 out of 10
22,Brooklyn,K495,K738,84K738,,New Visions Charter High School for Advanced Math and Science III,High school,,3000 Avenue X,Fully Accessible,9 out of 10
22,Brooklyn,K495,K739,84K739,,New Visions Charter High School for the Humanities III,High school,,3000 Avenue X,Fully Accessible,9 out of 10
22,Brooklyn,K535,K053,75K053,,P.S. K053,K-12 all grades,,1830 Shore Boulevard,Fully Accessible,10 out of 10
22,Brooklyn,K535,K535,22K535,,Leon M. Goldstein High School for the Sciences,High school,,1830 Shore Boulevard,Fully Accessible,10 out of 10
23,Brooklyn,K012,K012,17K012,,Dr. Jacqueline Peek-Davis School,Elementary,Yes,430 Howard Avenue,Fully Accessible,10 out of 10
23,Brooklyn,K012,K484,17K484,,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,,430 Howard Avenue,Fully Accessible,10 out of 10
